Age	Temperature
5.914	-0.720442597846883
5.916	-0.512296226512088
5.918	-0.524280048978035
5.92	-0.451621656082258
5.922	-0.385919312748183
5.924	-0.49422632858665
5.926	-0.385919312748183
5.928	-0.491808452570267
5.93	-0.641384124683985
5.932	-0.586961178006406
5.934	-0.479688807635984
5.936	-0.571715779847197
5.938	-0.571715779847197
5.94	-0.42699699137312
5.942	-0.618358076790445
5.944	-0.603285882170572
5.946	-0.69247964638674
5.948	-0.515896638736232
5.95	-0.445484583420433
5.952	-0.66989196557501
5.954	-0.606771460259478
5.956	-0.664214735917315
5.958	-0.823981233137026
5.96	-0.488177857584329
5.962	-0.641384124683985
5.964	-0.641384124683985
5.966	-0.469956715011108
5.968	-0.571715779847197
5.97	-0.469956715011108
5.972	-0.586961178006406
5.974	-0.512296226512088
5.976	-0.536213793301702
5.978	-0.595135619787209
5.98	-0.559931536578969
5.982	-0.606771460259478
5.984	-0.524280048978035
5.986	-0.559931536578969
5.988	-0.488177857584329
5.99	-0.595135619787209
5.992	-0.445484583420433
5.994	-0.414608131262346
5.996	-0.559931536578969
5.998	-0.583450433602225
6	-0.66989196557501
6.002	-0.629895591065513
6.004	-0.871543231562798
6.006	-0.850521032831921
6.008	-0.51829440515903
6.01	-0.261914294525086
6.012	-0.606771460259478
6.014	-0.586961178006406
6.016	-0.402168088607988
6.018	-0.457746025334054
6.02	-0.451621656082258
6.022	-0.420808951443026
6.024	-0.675557056299459
6.026	-0.548097581768649
6.028	-0.571715779847197
6.03	-0.439334791991062
6.032	-0.506285497738175
6.034	-0.629895591065513
6.036	-0.902729372597585
6.038	-0.629895591065513
6.04	-0.675557056299459
6.042	-0.675557056299459
6.044	-0.571715779847197
6.046	-0.709293531295703
6.048	-0.536213793301702
6.05	-0.482116775205623
6.052	-0.364539633607668
6.054	-0.476043066124874
6.056	-0.463857706528034
6.058	-0.420808951443026
6.06	-0.377133963042684
6.062	-0.536213793301702
6.064	-0.512296226512088
6.066	-0.748105480489428
6.068	-0.963863711450786
6.07	-0.652823799158976
6.072	-0.933501792742232
6.074	-0.698096332864551
6.076	-0.753602214857731
6.078	-0.764559962091126
6.08	-0.664214735917315
6.082	-0.559931536578969
6.084	-0.606771460259478
6.086	-0.500262203532927
6.088	-0.476043066124874
6.09	-0.469956715011108
6.092	-0.583450433602225
6.094	-0.463857706528034
6.096	-0.451621656082258
6.098	-0.536213793301702
6.1	-0.345551209139033
6.102	-0.42699699137312
6.104	-0.326446097778006
6.106	-0.571715779847197
6.108	-0.664214735917315
6.11	-0.606771460259478
6.112	-0.451621656082258
6.114	-0.524280048978035
6.116	-0.326446097778006
6.118	-0.748105480489428
6.12	-0.606771460259478
6.122	-0.658525352166923
6.124	-0.664214735917315
6.126	-0.606771460259478
6.128	-0.664214735917315
6.13	-0.51829440515903
6.132	-0.488177857584329
6.134	-0.414608131262346
6.136	-0.524280048978035
6.138	-0.618358076790445
6.14	-0.389676740274711
6.142	-0.571715779847197
6.144	-0.548097581768649
6.146	-0.606771460259478
6.148	-0.512296226512088
6.15	-0.629895591065513
6.152	-0.395928835350475
6.154	-0.664214735917315
6.156	-0.339195824490199
6.158	-0.559931536578969
6.16	-0.414608131262346
6.162	-0.512296226512088
6.164	-0.339195824490199
6.166	-0.559931536578969
6.168	-0.583450433602225
6.17	-0.463857706528034
6.172	-0.500262203532927
6.174	-0.420808951443026
6.176	-0.571715779847197
6.178	-0.128885207315339
6.18	-0.389676740274711
6.182	-0.469956715011108
6.184	-0.235733780981639
6.186	-0.463857706528034
6.188	-0.31364432480352
6.19	-0.15591832095038
6.192	-0.49422632858665
6.194	-0.300790381841757
6.196	-0.42699699137312
6.198	-0.451621656082258
6.2	-0.476043066124874
6.202	-0.571715779847197
6.204	-0.488177857584329
6.206	-0.364539633607668
6.208	-0.583450433602225
6.21	-0.358223098258406
6.212	-0.274925490637085
6.214	-0.235733780981639
6.216	-0.370843250060359
6.218	-0.414608131262346
6.22	-0.488177857584329
6.222	-0.433172266431329
6.224	-0.364539633607668
6.226	-0.606771460259478
6.228	-0.737076214859414
6.23	-0.209341610971031
6.232	-0.742596818851152
6.234	-0.720442597846883
6.236	-0.358223098258406
6.238	-0.953788484716165
6.24	-0.686850881559394
6.242	-0.698096332864551
6.244	-0.652823799158976
6.246	-0.618358076790445
6.248	-0.641384124683985
6.25	-0.595135619787209
6.252	-0.548097581768649
6.254	-0.439334791991062
6.256	-0.606771460259478
6.258	-0.451621656082258
6.26	-0.664214735917315
6.262	-0.559931536578969
6.264	-0.664214735917315
6.266	-0.536213793301702
6.268	-0.439334791991062
6.27	-0.51829440515903
6.272	-0.606771460259478
6.274	-0.488177857584329
6.276	-0.506285497738175
6.278	-0.606771460259478
6.28	-0.606771460259478
6.282	-0.536213793301702
6.284	-0.742596818851152
6.286	-0.652823799158976
6.288	-0.548097581768649
6.29	-0.476043066124874
6.292	-0.512296226512088
6.294	-0.548097581768649
6.296	-0.476043066124874
6.298	-0.488177857584329
6.3	-0.451621656082258
6.302	-0.235733780981639
6.304	-0.430703687208655
6.306	-0.583450433602225
6.308	-0.563472023717385
6.31	-0.395928835350475
6.312	-0.469956715011108
6.314	-0.430703687208655
6.316	-0.554020780746723
6.318	-0.530253173262805
6.32	-0.568185719316272
6.322	-0.571715779847197
6.324	-0.563472023717385
6.326	-0.595135619787209
6.328	-0.542161924377756
6.33	-0.652823799158976
6.332	-0.52786542491443
6.334	-0.629895591065513
6.336	-0.423285700183808
6.338	-0.506285497738175
6.34	-0.439334791991062
6.342	-0.345551209139033
6.344	-0.402168088607988
6.346	-0.358223098258406
6.348	-0.606771460259478
6.35	-0.488177857584329
6.352	-0.542161924377756
6.354	-0.635645972860232
6.356	-0.600959700624706
6.358	-0.577589297790403
6.36	-0.51829440515903
6.362	-0.457746025334054
6.364	-0.770021005095944
6.366	-0.742596818851152
6.368	-0.600959700624706
6.37	-0.635645972860232
6.372	-0.524280048978035
6.374	-0.589299202522877
6.376	-0.600959700624706
6.378	-0.548097581768649
6.38	-0.554020780746723
6.382	-0.536213793301702
6.384	-0.624132964107991
6.386	-0.536213793301702
6.388	-0.559931536578969
6.39	-0.606771460259478
6.392	-0.577589297790403
6.394	-0.548097581768649
6.396	-0.500262203532927
6.398	-0.61257091391027
6.4	-0.797148516304513
6.402	-0.720442597846883
6.404	-0.742596818851152
6.406	-0.589299202522877
6.408	-0.652823799158976
6.41	-0.364539633607668
6.412	-0.963863711450786
6.414	-0.618358076790445
6.416	-0.686850881559394
6.418	-0.644821151709958
6.42	-0.618358076790445
6.422	-0.524280048978035
6.424	-0.69247964638674
6.426	-0.451621656082258
6.428	-0.554020780746723
6.43	-0.364539633607668
6.432	-0.536213793301702
6.434	-0.463857706528034
6.436	-0.629895591065513
6.438	-0.818638183163815
6.44	-0.595135619787209
6.442	-0.618358076790445
6.444	-0.675557056299459
6.446	-0.512296226512088
6.448	-0.618358076790445
6.45	-0.577589297790403
6.452	-0.536213793301702
6.454	-0.664214735917315
6.456	-0.595135619787209
6.458	-0.753602214857731
6.46	-0.618358076790445
6.462	-0.512296226512088
6.464	-0.476043066124874
6.466	-0.595135619787209
6.468	-0.339195824490199
6.47	-0.506285497738175
6.472	-0.571715779847197
6.474	-0.536213793301702
6.476	-0.786332992386635
6.478	-0.635645972860232
6.48	-0.559931536578969
6.482	-0.439334791991062
6.484	-0.61257091391027
6.486	-0.635645972860232
6.488	-0.629895591065513
6.49	-0.641384124683985
6.492	-0.476043066124874
6.494	-0.554020780746723
6.496	-0.606771460259478
6.498	-0.463857706528034
6.5	-0.786332992386635
6.502	-0.73154365342528
6.504	-0.675557056299459
6.506	-0.512296226512088
6.508	-0.652823799158976
6.51	-0.764559962091126
6.512	-0.476043066124874
6.514	-0.554020780746723
6.516	-0.548097581768649
6.518	-0.577589297790403
6.52	-0.300790381841757
6.522	-0.618358076790445
6.524	-0.559931536578969
6.526	-0.652823799158976
6.528	-0.675557056299459
6.53	-0.565829864527029
6.532	-0.641384124683985
6.534	-0.506285497738175
6.536	-0.61257091391027
6.538	-0.512296226512088
6.54	-0.618358076790445
6.542	-0.536213793301702
6.544	-0.624132964107991
6.546	-0.512296226512088
6.548	-0.536213793301702
6.55	-0.73154365342528
6.552	-0.500262203532927
6.554	-0.73154365342528
6.556	-0.583450433602225
6.558	-0.508691296242336
6.56	-0.430703687208655
6.562	-0.351893628581105
6.564	-0.469956715011108
6.566	-0.583450433602225
6.568	-0.571715779847197
6.57	-0.652823799158976
6.572	-0.652823799158976
6.574	-0.530253173262805
6.576	-0.326446097778006
6.578	-0.488177857584329
6.58	-0.482116775205623
6.582	-0.595135619787209
6.584	-0.261914294525086
6.586	-0.423285700183808
6.588	-0.408394515447092
6.59	-0.641384124683985
6.592	-0.524280048978035
6.594	-0.652823799158976
6.596	-0.709293531295703
6.598	-0.675557056299459
6.6	-0.618358076790445
6.602	-0.488177857584329
6.604	-0.658525352166923
6.606	-0.606771460259478
6.608	-0.583450433602225
6.61	-0.690229590705341
6.612	-0.500262203532927
6.614	-0.583450433602225
6.616	-0.753602214857731
6.618	-0.698096332864551
6.62	-0.624132964107991
6.622	-0.641384124683985
6.624	-0.664214735917315
6.626	-0.629895591065513
6.628	-0.698096332864551
6.63	-0.559931536578969
6.632	-0.364539633607668
6.634	-0.652823799158976
6.636	-0.618358076790445
6.638	-0.606771460259478
6.64	-0.600959700624706
6.642	-0.559931536578969
6.644	-0.923290089468869
6.646	-0.583450433602225
6.648	-0.720442597846883
6.65	-0.548097581768649
6.652	-0.629895591065513
6.654	-0.652823799158976
6.656	-0.742596818851152
6.658	-0.559931536578969
6.66	-0.571715779847197
6.662	-0.618358076790445
6.664	-0.559931536578969
6.666	-0.488177857584329
6.668	-0.439334791991062
6.67	-0.439334791991062
6.672	-0.389676740274711
6.674	-0.229155620110027
6.676	-0.142428657140595
6.678	-0.22256421517953
6.68	-0.300790381841757
6.682	-0.320051724804395
6.684	-0.389676740274711
6.686	-0.472392773481981
6.688	-0.551652995187824
6.69	-0.629895591065513
6.692	-0.500262203532927
6.694	-0.624132964107991
6.696	-0.559931536578969
6.698	-0.445484583420433
6.7	-0.476043066124874
6.702	-0.664214735917315
6.704	-0.364539633607668
6.706	-0.496642189234126
6.708	-0.451621656082258
6.71	-0.629895591065513
6.712	-0.672159457688031
6.714	-0.606771460259478
6.716	-0.698096332864551
6.718	-0.530253173262805
6.72	-0.554020780746723
6.722	-0.488177857584329
6.724	-0.536213793301702
6.726	-0.618358076790445
6.728	-0.571715779847197
6.73	-0.606771460259478
6.732	-0.469956715011108
6.734	-0.629895591065513
6.736	-0.589299202522877
6.738	-0.530253173262805
6.74	-0.182736789676641
6.742	-0.618358076790445
6.744	-0.512296226512088
6.746	-0.49422632858665
6.748	-0.476043066124874
6.75	-0.420808951443026
6.752	-0.536213793301702
6.754	-0.408394515447092
6.756	-0.512296226512088
6.758	-0.463857706528034
6.76	-0.358223098258406
6.762	-0.418330157862209
6.764	-0.548097581768649
6.766	-0.548097581768649
6.768	-0.536213793301702
6.77	-0.439334791991062
6.772	-0.559931536578969
6.774	-0.512296226512088
6.776	-0.993818340979243
6.778	-0.748105480489428
6.78	-0.476043066124874
6.782	-0.476043066124874
6.784	-0.439334791991062
6.786	-0.414608131262346
6.788	-0.364539633607668
6.79	-0.287884145083839
6.792	-0.235733780981639
6.794	-0.0741710487831509
6.796	-0.506285497738175
6.798	-0.559931536578969
6.8	-0.709293531295703
6.802	-0.583450433602225
6.804	-0.652823799158976
6.806	-0.606771460259478
6.808	-0.664214735917315
6.81	-0.565829864527029
6.812	-0.51829440515903
6.814	-0.548097581768649
6.816	-0.469956715011108
6.818	-0.66989196557501
6.82	-0.589299202522877
6.822	-0.647110061723216
6.824	-0.370843250060359
6.826	-0.775470181110232
6.828	-0.524280048978035
6.83	-0.536213793301702
6.832	-0.49422632858665
6.834	-0.606771460259478
6.836	-0.577589297790403
6.838	-0.500262203532927
6.84	-0.433172266431329
6.842	-0.571715779847197
6.844	-0.358223098258406
6.846	-0.42699699137312
6.848	-0.482116775205623
6.85	-0.506285497738175
6.852	-0.536213793301702
6.854	-0.624132964107991
6.856	-0.618358076790445
6.858	-0.595135619787209
6.86	-0.633347288589483
6.862	-0.683467818758109
6.864	-0.641384124683985
6.866	-0.589299202522877
6.868	-0.521887294650868
6.87	-0.420808951443026
6.872	-0.488177857584329
6.874	-0.433172266431329
6.876	-0.389676740274711
6.878	-0.433172266431329
6.88	-0.418330157862209
6.882	-0.482116775205623
6.884	-0.455297801059878
6.886	-0.500262203532927
6.888	-0.455297801059878
6.89	-0.536213793301702
6.892	-0.548097581768649
6.894	-0.577589297790403
6.896	-0.500262203532927
6.898	-0.482116775205623
6.9	-0.457746025334054
6.902	-0.579935237117325
6.904	-0.380902203581632
6.906	-0.598631547686464
6.908	-0.451621656082258
6.91	-0.542161924377756
6.912	-0.496642189234126
6.914	-0.571715779847197
6.916	-0.491808452570267
6.918	-0.530253173262805
6.92	-0.451621656082258
6.922	-0.402168088607988
6.924	-0.451621656082258
6.926	-0.51829440515903
6.928	-0.565829864527029
6.93	-0.606771460259478
6.932	-0.49422632858665
6.934	-0.500262203532927
6.936	-0.433172266431329
6.938	-0.248850432687802
6.94	-0.583450433602225
6.942	-0.51829440515903
6.944	-0.542161924377756
6.946	-0.530253173262805
6.948	-0.451621656082258
6.95	-0.548097581768649
6.952	-0.524280048978035
6.954	-0.287884145083839
6.956	-0.364539633607668
6.958	-0.439334791991062
6.96	-0.0506543735759367
6.962	-0.0603567938502752
6.964	0.0449971397801429
6.966	-0.235733780981639
6.968	-0.307223882307138
6.97	-0.22256421517953
6.972	-0.339195824490199
6.974	-0.589299202522877
6.976	-0.618358076790445
6.978	-0.524280048978035
6.98	-0.351893628581105
6.982	-0.300790381841757
6.984	-0.300790381841757
6.986	-0.364539633607668
6.988	-0.463857706528034
6.99	-0.248850432687802
6.992	-0.300790381841757
6.994	-0.235733780981639
6.996	-0.22256421517953
6.998	-0.439334791991062
7	-0.31364432480352
7.002	-0.196065843962389
7.004	-0.364539633607668
7.006	-0.339195824490199
7.008	-0.512296226512088
7.01	-0.414608131262346
7.012	-0.364539633607668
7.014	-0.488177857584329
7.016	-0.641384124683985
7.018	-0.49422632858665
7.02	-0.629895591065513
7.022	-0.488177857584329
7.024	-0.439334791991062
7.026	-0.42699699137312
7.028	-0.377133963042684
7.03	0.00953503886708472
7.032	-0.261914294525086
7.034	-0.00455315378402541
7.036	-0.351893628581105
7.038	-0.182736789676641
7.04	-0.383411787975579
7.042	-0.31364432480352
7.044	-0.307223882307138
7.046	-0.364539633607668
7.048	-0.345551209139033
7.05	-0.402168088607988
7.052	-0.261914294525086
7.054	-0.215959550648737
7.056	-0.339195824490199
7.058	-0.326446097778006
7.06	-0.433172266431329
7.062	-0.571715779847197
7.064	-0.559931536578969
7.066	-0.606771460259478
7.068	-0.433172266431329
7.07	-0.351893628581105
7.072	-0.307223882307138
7.074	-0.196065843962389
7.076	0.0378770430509584
7.078	-0.0603567938502752
7.08	-0.0672707305589295
7.082	-0.339195824490199
7.084	-0.0185863077890107
7.086	-0.0741710487831509
7.088	-0.307223882307138
7.09	-0.414608131262346
7.092	-0.681210023244708
7.094	-0.664214735917315
7.096	-0.500262203532927
7.098	-0.506285497738175
7.1	-0.512296226512088
7.102	-0.506285497738175
7.104	-0.451621656082258
7.106	-0.512296226512088
7.108	-0.42699699137312
7.11	-0.351893628581105
7.112	-0.358223098258406
7.114	-0.294343807928647
7.116	-0.294343807928647
7.118	-0.300790381841757
7.12	-0.451621656082258
7.122	-0.326446097778006
7.124	-0.0464880023119301
7.126	-0.215959550648737
7.128	-0.087930892415148
7.13	-0.209341610971031
7.132	-0.463857706528034
7.134	-0.377133963042684
7.136	-0.500262203532927
7.138	-0.565829864527029
7.14	-0.524280048978035
7.142	-0.209341610971031
7.144	-0.389676740274711
7.146	-0.169354323553688
7.148	-0.235733780981639
7.15	0.138826281827091
7.152	-0.0741710487831509
7.154	-0.229155620110027
7.156	-0.169354323553688
7.158	-0.457746025334054
7.16	-0.389676740274711
7.162	-0.162643022105517
7.164	-0.536213793301702
7.166	-0.00455315378402541
7.168	-0.31364432480352
7.17	0.0024840548554758
7.172	-0.108468910574993
7.174	-0.414608131262346
7.176	-0.22256421517953
7.178	-0.451621656082258
7.18	-0.583450433602225
7.182	-0.565829864527029
7.184	-0.463857706528034
7.186	-0.51829440515903
7.188	-0.583450433602225
7.19	-0.142428657140595
7.192	-0.28141137781813
7.194	-0.22520236743333
7.196	-0.169354323553688
7.198	-0.402168088607988
7.2	-0.274925490637085
7.202	-0.351893628581105
7.204	-0.364539633607668
7.206	-0.274925490637085
7.208	-0.395928835350475
7.21	-0.339195824490199
7.212	-0.408394515447092
7.214	-0.476043066124874
7.216	-0.31364432480352
7.218	-0.536213793301702
7.22	-0.559931536578969
7.222	-0.512296226512088
7.224	-0.583450433602225
7.226	-0.463857706528034
7.228	-0.652823799158976
7.23	-0.500262203532927
7.232	-0.300790381841757
7.234	-0.196065843962389
7.236	-0.339195824490199
7.238	-0.300790381841757
7.24	-0.229155620110027
7.242	-0.0603567938502752
7.244	-0.22256421517953
7.246	-0.326446097778006
7.248	-0.274925490637085
7.25	-0.291761514329806
7.252	-0.364539633607668
7.254	-0.488177857584329
7.256	-0.463857706528034
7.258	-0.345551209139033
7.26	-0.595135619787209
7.262	-0.351893628581105
7.264	-0.506285497738175
7.266	-0.358223098258406
7.268	-0.424523308046797
7.27	-0.488177857584329
7.272	-0.300790381841757
7.274	-0.420808951443026
7.276	-0.294343807928647
7.278	-0.115287846582801
7.28	-0.149180204494918
7.282	-0.142428657140595
7.284	-0.209341610971031
7.286	-0.31364432480352
7.288	-0.261914294525086
7.29	-0.339195824490199
7.292	-0.559931536578969
7.294	-0.512296226512088
7.296	-0.536213793301702
7.298	-0.370843250060359
7.3	-0.606771460259478
7.302	-0.451621656082258
7.304	-0.606771460259478
7.306	-0.389676740274711
7.308	-0.451621656082258
7.31	-0.364539633607668
7.312	-0.294343807928647
7.314	-0.339195824490199
7.316	-0.255388954579122
7.318	-0.101636449968458
7.32	-0.0185863077890107
7.322	-0.142428657140595
7.324	-0.0603567938502752
7.326	-0.15591832095038
7.328	0.0165998139677828
7.33	-0.28141137781813
7.332	-0.500262203532927
7.334	-0.542161924377756
7.336	-0.377133963042684
7.338	-0.500262203532927
7.34	-0.476043066124874
7.342	-0.524280048978035
7.344	-0.15591832095038
7.346	-0.488177857584329
7.348	-0.196065843962389
7.35	-0.500262203532927
7.352	-0.408394515447092
7.354	-0.364539633607668
7.356	-0.22256421517953
7.358	-0.364539633607668
7.36	-0.087930892415148
7.362	-0.248850432687802
7.364	-0.128885207315339
7.366	-0.182736789676641
7.368	-0.128885207315339
7.37	-0.300790381841757
7.372	-0.326446097778006
7.374	-0.176052240883068
7.376	-0.595135619787209
7.378	-0.439334791991062
7.38	-0.463857706528034
7.382	-0.548097581768649
7.384	-0.565829864527029
7.386	-0.512296226512088
7.388	-0.402168088607988
7.39	-0.235733780981639
7.392	-0.536213793301702
7.394	-0.383411787975579
7.396	-0.261914294525086
7.398	-0.320051724804395
7.4	-0.300790381841757
7.402	0.0024840548554758
7.404	-0.274925490637085
7.406	-0.274925490637085
7.408	-0.255388954579122
7.41	-0.274925490637085
7.412	0.052131106260047
7.414	-0.414608131262346
7.416	-0.629895591065513
7.418	-0.548097581768649
7.42	-0.675557056299459
7.422	-0.720442597846883
7.424	-0.49422632858665
7.426	-0.512296226512088
7.428	-0.351893628581105
7.43	-0.235733780981639
7.432	-0.287884145083839
7.434	-0.15591832095038
7.436	-0.128885207315339
7.438	-0.115287846582801
7.44	-0.0464880023119301
7.442	-0.294343807928647
7.444	-0.31364432480352
7.446	-0.358223098258406
7.448	-0.402168088607988
7.45	-0.320051724804395
7.452	-0.364539633607668
7.454	-0.42699699137312
7.456	-0.445484583420433
7.458	-0.548097581768649
7.46	-0.536213793301702
7.462	-0.389676740274711
7.464	-0.641384124683985
7.466	-0.629895591065513
7.468	-0.287884145083839
7.47	-0.00455315378402541
7.472	-0.229155620110027
7.474	-0.128885207315339
7.476	-0.414608131262346
7.478	-0.115287846582801
7.48	0.0236783958796656
7.482	-0.0947904491284735
7.484	-0.209341610971031
7.486	-0.402168088607988
7.488	-0.248850432687802
7.49	-0.15591832095038
7.492	-0.115287846582801
7.494	-0.463857706528034
7.496	-0.536213793301702
7.498	-0.512296226512088
7.5	-0.451621656082258
7.502	0.109704039915475
7.504	-0.377133963042684
7.506	-0.389676740274711
7.508	-0.439334791991062
7.51	-0.488177857584329
7.512	-0.15591832095038
7.514	-0.389676740274711
7.516	-0.476043066124874
7.518	-0.0464880023119301
7.52	-0.377133963042684
7.522	-0.248850432687802
7.524	-0.202710380594588
7.526	-0.15591832095038
7.528	-0.339195824490199
7.53	-0.182736789676641
7.532	-0.345551209139033
7.534	-0.169354323553688
7.536	-0.414608131262346
7.538	-0.235733780981639
7.54	-0.742596818851152
7.542	-0.439334791991062
7.544	-0.500262203532927
7.546	-0.439334791991062
7.548	-0.42699699137312
7.55	-0.548097581768649
7.552	-0.439334791991062
7.554	-0.261914294525086
7.556	-0.287884145083839
7.558	-0.476043066124874
7.56	-0.463857706528034
7.562	-0.439334791991062
7.564	-0.087930892415148
7.566	-0.268426468041034
7.568	-0.548097581768649
7.57	-0.0741710487831509
7.572	-0.439334791991062
7.574	-0.439334791991062
7.576	-0.476043066124874
7.578	-0.536213793301702
7.58	-0.402168088607988
7.582	-0.559931536578969
7.584	-0.583450433602225
7.586	-0.451621656082258
7.588	-0.439334791991062
7.59	-0.196065843962389
7.592	0.168173721723482
7.594	-0.287884145083839
7.596	-0.364539633607668
7.598	-0.268426468041034
7.6	-0.196065843962389
7.602	0.0378770430509584
7.604	-0.22256421517953
7.606	-0.176052240883068
7.608	-0.383411787975579
7.61	-0.652823799158976
7.612	-0.652823799158976
7.614	-0.571715779847197
7.616	-0.542161924377756
7.618	-0.571715779847197
7.62	-0.652823799158976
7.622	-0.565829864527029
7.624	-0.559931536578969
7.626	-0.652823799158976
7.628	-0.445484583420433
7.63	-0.515896638736232
7.632	-0.539784169644985
7.634	-0.559931536578969
7.636	-0.542161924377756
7.638	-0.31364432480352
7.64	-0.209341610971031
7.642	-0.377133963042684
7.644	-0.242298713330567
7.646	-0.248850432687802
7.648	-0.389676740274711
7.65	-0.377133963042684
7.652	-0.326446097778006
7.654	-0.664214735917315
7.656	-0.641384124683985
7.658	-0.583450433602225
7.66	-0.829312566435714
7.662	-0.73154365342528
7.664	-0.536213793301702
7.666	-0.565829864527029
7.668	-0.402168088607988
7.67	-0.720442597846883
7.672	-0.595135619787209
7.674	-0.595135619787209
7.676	-0.66989196557501
7.678	-0.463857706528034
7.68	-0.595135619787209
7.682	-0.524280048978035
7.684	-0.49422632858665
7.686	-0.488177857584329
7.688	-0.424523308046797
7.69	-0.358223098258406
7.692	-0.666487085422466
7.694	-0.943667884804162
7.696	-0.786332992386635
7.698	-0.589299202522877
7.7	-0.775470181110232
7.702	-0.600959700624706
7.704	-0.753602214857731
7.706	-0.764559962091126
7.708	-0.73154365342528
7.71	-0.469956715011108
7.712	-0.500262203532927
7.714	-0.635645972860232
7.716	-0.548097581768649
7.718	-0.69247964638674
7.72	-0.542161924377756
7.722	-0.595135619787209
7.724	-0.512296226512088
7.726	-0.500262203532927
7.728	-0.463857706528034
7.73	-0.445484583420433
7.732	-0.813283401509132
7.734	-0.500262203532927
7.736	-0.577589297790403
7.738	-0.42699699137312
7.74	-0.377133963042684
7.742	-0.618358076790445
7.744	-0.536213793301702
7.746	-0.476043066124874
7.748	-0.556386575402348
7.75	-0.559931536578969
7.752	-0.524280048978035
7.754	-0.457746025334054
7.756	-0.629895591065513
7.758	-0.641384124683985
7.76	-0.51829440515903
7.762	-0.451621656082258
7.764	-0.414608131262346
7.766	-0.414608131262346
7.768	-0.439334791991062
7.77	-0.395928835350475
7.772	-0.351893628581105
7.774	-0.460192219519038
7.776	-0.563472023717385
7.778	-0.664214735917315
7.78	-0.73154365342528
7.782	-0.797148516304513
7.784	-0.629895591065513
7.786	-0.686850881559394
7.788	-0.500262203532927
7.79	-0.548097581768649
7.792	-0.235733780981639
7.794	-0.536213793301702
7.796	-0.512296226512088
7.798	-0.339195824490199
7.8	-0.351893628581105
7.802	-0.389676740274711
7.804	-0.457746025334054
7.806	-0.377133963042684
7.808	-0.414608131262346
7.81	-0.439334791991062
7.812	-0.536213793301702
7.814	-0.389676740274711
7.816	-0.720442597846883
7.818	-0.780907505190211
7.82	-0.753602214857731
7.822	-0.664214735917315
7.824	-0.618358076790445
7.826	-0.664214735917315
7.828	-0.703700956125216
7.83	-0.261914294525086
7.832	-0.559931536578969
7.834	-0.457746025334054
7.836	-0.709293531295703
7.838	-0.512296226512088
7.84	-0.618358076790445
7.842	-0.675557056299459
7.844	-0.583450433602225
7.846	-0.595135619787209
7.848	-0.652823799158976
7.85	-0.629895591065513
7.852	-0.476043066124874
7.854	-0.463857706528034
7.856	-0.463857706528034
7.858	-0.641384124683985
7.86	-0.389676740274711
7.862	-0.51829440515903
7.864	-0.641384124683985
7.866	-0.536213793301702
7.868	-0.500262203532927
7.87	-0.720442597846883
7.872	-0.439334791991062
7.874	-0.389676740274711
7.876	-0.364539633607668
7.878	-0.248850432687802
7.88	-0.326446097778006
7.882	-0.0464880023119301
7.884	-0.15591832095038
7.886	-0.49422632858665
7.888	-0.73154365342528
7.89	-0.589299202522877
7.892	-0.571715779847197
7.894	-0.524280048978035
7.896	-0.565829864527029
7.898	-0.606771460259478
7.9	-0.618358076790445
7.902	-0.720442597846883
7.904	-0.414608131262346
7.906	-0.686850881559394
7.908	-0.500262203532927
7.91	-0.709293531295703
7.912	-0.606771460259478
7.914	-0.583450433602225
7.916	-0.748105480489428
7.918	-0.463857706528034
7.92	-0.652823799158976
7.922	-0.571715779847197
7.924	-0.698096332864551
7.926	-0.595135619787209
7.928	-0.629895591065513
7.93	-0.548097581768649
7.932	-0.583450433602225
7.934	-0.742596818851152
7.936	-0.786332992386635
7.938	-0.652823799158976
7.94	-0.595135619787209
7.942	-0.786332992386635
7.944	-0.664214735917315
7.946	-0.73154365342528
7.948	-0.554020780746723
7.95	-0.620669503933512
7.952	-0.686850881559394
7.954	-0.652823799158976
7.956	-0.664214735917315
7.958	-0.664214735917315
7.96	-0.775470181110232
7.962	-0.439334791991062
7.964	-0.629895591065513
7.966	-0.618358076790445
7.968	-0.524280048978035
7.97	-0.595135619787209
7.972	-0.42699699137312
7.974	-0.235733780981639
7.976	-0.583450433602225
7.978	-0.583450433602225
7.98	-0.583450433602225
7.982	-0.624132964107991
7.984	-0.664214735917315
7.986	-0.548097581768649
7.988	-0.287884145083839
7.99	-0.332827459187357
7.992	-0.377133963042684
7.994	-0.414608131262346
7.996	-0.402168088607988
7.998	-0.326446097778006
8	-0.300790381841757
8.002	-0.101636449968458
8.004	-0.420808951443026
8.006	-0.629895591065513
8.008	-0.675557056299459
8.01	-0.49422632858665
8.012	-0.402168088607988
8.014	-0.235733780981639
8.016	-0.15591832095038
8.018	-0.22256421517953
8.02	-0.364539633607668
8.022	-0.235733780981639
8.024	-0.559931536578969
8.026	-0.476043066124874
8.028	-0.364539633607668
8.03	-0.326446097778006
8.032	-0.389676740274711
8.034	-0.101636449968458
8.036	-0.402168088607988
8.038	-0.115287846582801
8.04	-0.629895591065513
8.042	-0.66989196557501
8.044	-0.675557056299459
8.046	-0.652823799158976
8.048	-0.641384124683985
8.05	-0.583450433602225
8.052	-0.115287846582801
8.054	-0.664214735917315
8.056	-0.571715779847197
8.058	-0.512296226512088
8.06	-0.664214735917315
8.062	-0.439334791991062
